Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient
2009,6,Maryland,,,,Restaurant - Sit-down dining,3,0,0,,
2009,1,Georgia,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,46,1,0,,
2009,3,California,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0,0,,
2009,1,Idaho,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0,0,"refried beans, unspecified",
2009,8,Minnesota,Ciguatoxin,,Confirmed,Restaurant - Sit-down dining,3,0,0,"fish, baracuda",
2009,8,Minnesota,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,6,1,0,beef,
2009,8,Minnesota,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,1,0,"beef, unspecified",
2009,8,New York,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Camp,2,1,0,beef,beef
2009,7,Massachusetts,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,6,2,0,,
2009,8,Wisconsin,Campylobacter jejuni,,Confirmed,,52,1,0,"milk, whole milk unpasteurized",
2009,8,Illinois,Shigella sonnei,,Confirmed,Restaurant - Sit-down dining,14,3,0,,
2009,8,Illinois,,,,Restaurant - Sit-down dining,9,0,0,,
2009,7,Tennessee,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,10,3,0,,
2009,2,Hawaii,Norovirus Genogroup II,,Confirmed,,21,0,0,,
2009,7,Maryland,,,,Restaurant - Sit-down dining,26,0,0,,
2009,5,Maryland,,,,Restaurant - Sit-down dining,6,0,0,seafood pasta,mussels
2009,6,Arizona,,,,,40,0,0,,
2009,8,Hawaii,Ciguatoxin,,Confirmed,,2,1,0,,
2009,9,Illinois,Scombroid toxin,,Confirmed,Office/indoor workplace,3,0,0,"fish, mahi mahi","fish, mahi mahi"
2009,5,Washington,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,5,2,0,,
2009,6,Florida,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,4,0,0,"sausage, pork",
2009,1,Massachusetts,,,,Banquet Facility (food prepared and served on-site),91,0,0,,
2009,7,Michigan,Salmonella enterica,Newport,Confirmed,,4,2,1,,
2009,8,Michigan,Salmonella enterica,Miami,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,3,0,"salad, unspecified",
2009,5,Michigan,Salmonella enterica,Saintpaul,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",21,7,0,tomatoes,
2009,8,Minnesota,Norovirus,,Confirmed,Restaurant - Sit-down dining,2,0,0,,
2009,3,Arizona,,,,,2,0,0,,
2009,3,Arizona,,,,,2,0,0,,
2009,3,Arizona,Norovirus Genogroup II,,Confirmed,,9,0,0,,
2009,9,Minnesota,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,3,0,0,,
2009,1,Illinois,Norovirus Genogroup II,,Confirmed,Other (describe in remarks),303,0,0,,
2009,4,Arizona,,,,,8,0,0,,
2009,7,Oregon,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type; Other (describe in remarks),12,0,0,,
2009,7,Oregon,Salmonella enterica,Enteritidis,Confirmed,Camp,59,0,0,scrambled eggs,egg
2009,7,Oregon,Norovirus Genogroup II,,Confirmed,Restaurant - other or unknown type; Private home/residence; Grocery store,8,0,0,,
2009,5,Florida,Shigella sonnei,,Confirmed,Other (describe in remarks),13,0,0,,
2009,9,Ohio,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,6,0,0,,
2009,7,Virginia,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,19,2,0,lasagna,egg
2009,1,California,Norovirus unknown,,Suspected,Restaurant - other or unknown type,5,0,0,"tacos; garlic, unspecified",
2009,3,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,10,0,0,,
2009,1,Virginia,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,11,1,0,"rice, fried rice; rice, fried rice",
2009,9,Illinois,Salmonella enterica,Infantis,Confirmed,Restaurant - other or unknown type; Grocery store,17,6,0,barbacoa,
2009,4,Arizona,Norovirus Genogroup II,,Confirmed,,9,0,0,,
2009,4,Arizona,,,,,7,0,0,,
2009,5,Arizona,Norovirus Genogroup II,,Confirmed,,23,0,0,,
2009,5,Arizona,,,,,8,0,0,,
2009,9,Louisiana,Salmonella enterica,Newport,Confirmed,,200,4,0,,
2009,6,Washington,Scombroid toxin,,Confirmed,Private home/residence,3,0,0,"salmon, salted",
2009,9,Washington,,,,Restaurant - other or unknown type,5,0,0,"pizza, meat and vegetable",
2009,8,Wisconsin,Norovirus Genogroup I,,Confirmed,Private home/residence,12,0,0,,
2009,9,Connecticut,Salmonella enterica; Salmonella enterica,Schwarzengrund; Typhimurium var Cope,Confirmed; Confirmed,Restaurant - other or unknown type,9,0,0,potato salad,
2009,8,Kansas,Pesticides,,Confirmed,Restaurant - Sit-down dining,39,1,0,salsa,
2009,9,Kansas,,,,Restaurant - Sit-down dining,3,0,0,,
2009,8,Kansas,,,,Restaurant - Sit-down dining,4,0,0,,
2009,8,Kansas,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,33,7,0,,
2009,6,Kansas,Staphylococcus aureus,,Confirmed,Restaurant - Sit-down dining,17,0,0,cannelloni; chicken,chicken
2009,6,Kansas,,,,Restaurant - Sit-down dining,3,0,0,,
2009,1,Kansas,,,,Restaurant - Sit-down dining,4,1,0,,
2009,5,Kansas,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,6,0,0,,
2009,1,Ohio,Clostridium perfringens,,Confirmed,Private home/residence,8,,0,taco meat,
2009,3,Ohio,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,2,,0,,
2009,5,Ohio,,,,Restaurant - Sit-down dining,3,,0,,
2009,3,Ohio,,,,Unknown,2,,0,,
2009,3,Ohio,,,,,10,,0,,
2009,7,Ohio,,,,Caterer (food prepared off-site from where served),6,0,0,,
2009,8,Ohio,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,11,4,0,"ice cream, homemade",
2009,8,Ohio,Salmonella enterica,Heidelberg,Suspected,Unknown,2,0,0,,
2009,5,Arizona,,,,,5,1,0,,
2009,8,Michigan,Salmonella enterica,Typhimurium,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",14,2,0,alfalfa sprouts,
2009,9,Maryland,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),54,0,0,"stew/chili, other",
2009,9,Wisconsin,Norovirus Genogroup I,,Confirmed,,27,0,0,,
2009,5,California,,,,,7,0,0,,
2009,9,Illinois,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4,2,0,guacamole,
2009,10,Wisconsin,,,,Private home/residence,16,0,0,,
2009,9,Illinois,Salmonella enterica,Enteritidis,Confirmed,Unknown,15,1,0,"pork, roasted",
2009,9,Pennsylvania,Norovirus,,Suspected,,9,1,0,,
2009,5,West Virginia,Salmonella enterica,Enteritidis,Confirmed,,21,9,2,"sausage, pork",
2009,6,Pennsylvania,Salmonella enterica,Typhimurium var Cope,Confirmed,,29,4,0,,
2009,6,Pennsylvania,Campylobacter jejuni,,Confirmed,,2,0,0,,
2009,8,Hawaii,Salmonella enterica,Hadar,Confirmed,,27,1,0,,
2009,8,Hawaii,Salmonella enterica,Reading,Confirmed,,26,0,0,,
2009,9,Massachusetts,,,,Restaurant - other or unknown type,8,0,0,"pork, other",
2009,8,Maryland,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,27,6,0,potato salad,
2009,9,Ohio,Norovirus Genogroup II,GII_12,Confirmed,Restaurant - other or unknown type,10,0,0,,
2009,10,Illinois,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,19,,0,,
2009,10,Michigan,Clostridium perfringens,,Confirmed,School/college/university; Prison/jail,67,0,0,"soup, beef-based",
2009,6,Arizona,,,,,40,0,0,,
2009,9,Tennessee,Salmonella enterica,Newport,Confirmed,Restaurant - Sit-down dining,13,6,0,lettuce; roast beef,
2009,6,Tennessee,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,5,0,0,lasagna,
2009,9,Illinois,,,,Caterer (food prepared off-site from where served),9,0,0,,
2009,10,Minnesota,Norovirus,,Confirmed,Restaurant - other or unknown type,27,0,0,"sandwich, unspecified",
2009,8,New York,Salmonella enterica,Kiambu,Confirmed,Unknown,10,6,0,,
2009,10,New York,Norovirus,,Suspected,,13,0,0,fruit salad,
2009,10,Missouri,,,,Religious facility,30,0,0,"turkey, roasted",
2009,9,Florida,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,0,0,"pizza, cheese",
2009,10,New York,Norovirus,,Confirmed,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),23,0,0,"chicken, francaise; cocktails",
2009,3,California,Norovirus Genogroup II,,Suspected,Restaurant - other or unknown type,9,0,0,tomatoes; salads,tomato; tomato
2009,8,California,,,,Restaurant - Sit-down dining,14,0,0,,
2009,7,California,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,,
2009,6,California,Norovirus unknown,,Suspected,,2,1,0,,
2009,6,Oregon,Salmonella enterica,Heidelberg,Confirmed,Private home/residence,2,0,0,,
2009,10,Illinois,Salmonella enterica,Ohio,Confirmed,,7,1,0,,
2009,11,Minnesota,Norovirus,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0,0,,
2009,6,Arizona,,,,,3,0,0,,
2009,10,South Carolina,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,0,,
2009,9,Colorado,,,,Restaurant - Sit-down dining,2,0,0,,
2009,8,Colorado,,,,Restaurant - Sit-down dining; Private home/residence,15,0,0,,
2009,8,Colorado,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,5,0,0,,
2009,8,Colorado,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0,0,,
2009,5,Colorado,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,3,2,0,,
2009,8,Colorado,Rotavirus,,Suspected,Caterer (food prepared off-site from where served); School/college/university,28,1,0,,
2009,6,Wisconsin,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,7,0,0,"soup, french onion",
2009,11,Ohio,,,,Private home/residence; Religious facility,105,0,0,turkey; gravy,
2009,6,California,,,,Restaurant - Sit-down dining,2,0,0,,
2009,2,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,7,1,0,,
2009,2,California,Norovirus unknown,,Suspected,Restaurant - other or unknown type,20,0,0,,
2009,8,California,Salmonella enterica,Heidelberg,Confirmed,Other (describe in remarks),16,0,0,"salmon, unspecified",
2009,11,Ohio,Norovirus Genogroup II,GII_12,Confirmed,,9,1,0,,
2009,6,California,,,,Restaurant - Sit-down dining,2,0,0,,
2009,9,California,,,,Restaurant - Sit-down dining,15,0,0,green salad; ranch dressing,lettuce; sour cream
2009,9,Florida,,,,Restaurant - Sit-down dining,3,0,0,,
2009,3,Colorado,Campylobacter jejuni,,Confirmed,Other (describe in remarks),81,1,0,"milk, whole milk unpasteurized","milk, whole milk unpasteurized"
2009,1,Colorado,Norovirus Genogroup II,,Suspected,Banquet Facility (food prepared and served on-site),40,0,0,,
2009,7,Colorado,,,,Restaurant - Sit-down dining,2,0,0,"ground beef, gravy, toast, egg dish",
2009,7,Colorado,Norovirus,,Suspected,Camp,45,0,0,,
2009,10,Maine,Norovirus Genogroup I,,Confirmed,,44,,0,,
2009,11,Illinois,Clostridium perfringens,,Confirmed,,8,0,0,,
2009,11,Ohio,,,,Restaurant - Sit-down dining,3,0,0,,
2009,2,Texas,,,,Restaurant - Sit-down dining,11,1,0,,
2009,3,Texas,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,3,1,0,,
2009,11,Minnesota,Norovirus,,Confirmed,Restaurant - Sit-down dining,4,0,0,,
2009,7,Texas,"Escherichia coli, Enterotoxigenic",unknown,Confirmed,Restaurant - Sit-down dining,58,0,0,guacamole,
2009,10,Arkansas,,,,Prison/jail,160,0,0,,
2009,5,Oregon,Norovirus Genogroup II,,Confirmed,School/college/university,51,1,0,,
2009,8,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,5,3,0,beef,
2009,9,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,12,0,0,hollandaise sauce,egg
2009,10,North Dakota,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,36,0,0,,
2009,11,Ohio,,,,Restaurant - other or unknown type,2,0,0,,
2009,11,Louisiana,Clostridium perfringens,,Suspected,,800,0,0,,
2009,8,California,Campylobacter jejuni,,Suspected,Restaurant - Sit-down dining,6,0,0,chef's special,"liver, chicken"
2009,11,Maryland,"Escherichia coli, Enteroaggregative; Escherichia coli, Enterotoxigenic; Shigella sonnei",unknown; unknown; ,Confirmed; Confirmed; Confirmed,Caterer (food prepared off-site from where served),12,0,0,,
2009,11,New York,,,,Restaurant - Sit-down dining,5,0,0,,
2009,11,Florida,,,,Prison/jail,13,0,0,lima beans,
2009,7,Colorado,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",13,2,0,,
2009,10,Michigan,Salmonella enterica,Derby,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining",5,0,0,"pork, roasted",
2009,11,Minnesota,Norovirus,,Suspected,Restaurant - Sit-down dining,29,0,0,fruit,
2009,11,Tennessee,Norovirus Genogroup II,GII_4 New Orleans (2009),Confirmed,Restaurant - Sit-down dining,36,3,0,salads,
2009,9,New York,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,6,0,0,,
2009,7,Texas,,,,,7,0,0,,
2009,11,Minnesota,Salmonella enterica,,Confirmed,Private home/residence,19,0,0,gravy,
2009,7,Texas,,,,,9,0,0,,
2009,10,Texas,,,,,25,0,0,,
2009,12,Pennsylvania,Bacillus cereus,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,0,pizza,
2009,12,Ohio,,,,Banquet Facility (food prepared and served on-site),27,0,0,,
2009,12,Illinois,,,,Restaurant - Sit-down dining,6,0,0,,
2009,2,Kansas,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,,
2009,1,Kansas,,,,Restaurant - Sit-down dining,4,0,0,,
2009,2,Kansas,,,,,5,0,0,,
2009,5,Kansas,Salmonella enterica,Java,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,burritos,
2009,11,Kansas,,,,Restaurant - Sit-down dining,3,0,0,,
2009,10,Kansas,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,0,,
2009,8,Kansas,,,,Caterer (food prepared off-site from where served),9,0,0,,
2009,8,South Dakota,Campylobacter jejuni,,Confirmed,,6,0,0,,
2009,12,Ohio,Norovirus Genogroup II,GII_6,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0,0,,
2009,12,Ohio,,,,Private home/residence,14,0,0,cupcakes,
2009,12,New York,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,10,0,0,beef,beef
2009,12,New York,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,37,1,0,,
2009,12,New York,Norovirus unknown,,Confirmed,Caterer (food prepared off-site from where served),20,0,0,,
2009,12,Wisconsin,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),16,0,0,leaf lettuce,
2009,12,Illinois,,,,Restaurant - Sit-down dining,5,0,0,,
2009,10,New York,Salmonella enterica,Enteritidis,Confirmed,Restaurant - Sit-down dining,5,0,0,caesar dressing,egg
2009,4,Florida,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site),17,0,0,,
2009,12,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,,13,2,0,,
2009,12,Kansas,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,14,0,0,pizza,
2009,1,Florida,Norovirus Genogroup II,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",11,0,0,,
2009,1,Florida,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,3,0,0,cheesecake shooters,
2009,6,Washington,Salmonella enterica,Muenchen,Confirmed,Hospital,4,0,0,"sandwich, deli",
2009,11,South Carolina,Staphylococcus aureus; Clostridium perfringens; Salmonella enterica,Montevideo,Confirmed; Confirmed; Confirmed,Other (describe in remarks),59,17,0,"pork, bbq",
2009,11,South Carolina,Norovirus Genogroup II,,Confirmed,Private home/residence,8,0,0,"oysters, raw",
2009,12,Ohio,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),9,0,0,roast beef,
2009,7,Washington,Salmonella enterica,Enteritidis,Confirmed,Camp,62,0,0,"eggs, scrambled",
2009,12,South Carolina,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,9,0,0,,
2009,9,Washington,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O157:H7; O121,Suspected; Confirmed,,3,0,0,"milk, whole milk unpasteurized",
2009,4,Washington,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,0,0,,
2009,6,Washington,Norovirus,,Confirmed,,13,0,0,guacamole; salsa,
2009,2,Florida,Norovirus,,Suspected,Restaurant - Sit-down dining,5,0,0,multiple foods,
2009,11,Ohio,Norovirus Genogroup II,GII_12,Suspected,Restaurant - Sit-down dining,4,0,0,,
2009,1,Hawaii,Histamine,,Confirmed,,2,0,0,,
2009,12,Connecticut,,,,School/college/university,5,0,0,green beans,
2009,12,Connecticut,,,,Restaurant - Sit-down dining,6,0,0,,
2009,11,Georgia,Salmonella enterica,Heidelberg,Confirmed,Private home/residence,17,3,0,,
2009,12,Connecticut,Norovirus Genogroup II,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0,0,"sandwich, submarine",
2009,11,Missouri,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,6,1,0,head cheese,
2010,1,New York,,,,Restaurant - Sit-down dining,10,0,0,sushi,
2009,12,Missouri,,,,Caterer (food prepared off-site from where served),54,0,0,"roast beef, unspecified",
2009,12,Iowa,Salmonella enterica,Newport,Confirmed,,11,4,0,,
2009,2,Michigan,,,,Caterer (food prepared off-site from where served),50,0,0,"pork, other; rice, unspecified",pork; rice
2010,1,Illinois,,,,,7,0,0,,
2009,11,Arizona,,,,,6,0,0,,
2009,12,Arizona,,,,,4,0,0,,
2009,12,South Dakota,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,4,4,0,,
2009,12,New York,Scombroid toxin,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,tuna salad,tuna
2009,7,Colorado,Plant/Herbal toxins,,Confirmed,Private home/residence,6,1,0,mushrooms,mushrooms
2009,2,Georgia,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,3,0,0,nachos and cheese,
2009,11,Ohio,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0,0,,
2009,12,Minnesota,Norovirus,,Suspected,Restaurant - Sit-down dining,6,0,0,,
2010,1,Minnesota,Norovirus Genogroup II,,Confirmed,Private home/residence,27,0,0,,
2009,1,Maryland,,,,Banquet Facility (food prepared and served on-site),80,0,0,,
2009,1,Florida,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,2,0,0,buffet,
2009,2,Maryland,,,,Grocery store,10,0,0,,
2009,1,Florida,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,2,0,0,"chicken, baked",
2009,1,Florida,Norovirus,,Suspected,Restaurant - Sit-down dining,6,0,0,salads,
2009,1,Florida,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,2,0,0,buffet,
2009,1,Florida,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,2,0,0,"refried beans, unspecified",
2009,2,Florida,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,2,0,0,multiple foods,
2009,1,Florida,Staphylococcus aureus,,Suspected,Restaurant - Sit-down dining,2,0,0,buffet,
2009,2,Florida,Bacillus cereus,,Suspected,Restaurant - Sit-down dining,6,0,0,rice,
2009,12,Minnesota,Other - Bacterium,,Suspected,Prison/jail,167,0,0,meats,
2009,11,Wisconsin,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),49,,,fajitas,
2009,7,Florida,Ciguatoxin,,Confirmed,Private home/residence,4,0,0,red grouper,"fish,other"
2009,5,Florida,,,,Banquet Facility (food prepared and served on-site),29,2,0,chicken salad; tuna salad,
2009,5,Florida,Norovirus Genogroup II,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence",14,1,0,,
