Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
1998,April,Louisiana,School/College/University,Unspecified Fish,,Shigella sonnei,,Confirmed,47,5,0
1998,April,Maryland,Grocery Store,"Ham, Unspecified",,,,,15,,
1998,April,Maryland,Restaurant,,,,,,19,,
1998,April,Maryland,Restaurant,Cinnamon Roll,,,,,3,,
1998,April,Maryland,Restaurant,"Pizza, Cheese",,,,,5,,
1998,April,Maryland,Restaurant,,,,,,4,0,0
1998,April,Maryland,Restaurant,"Pizza, Unspecified",,,,,3,,
1998,April,Maryland,Restaurant,,,,,,5,,
1998,April,Maryland,Restaurant,Macaroni And Cheese,,,,,2,,
1998,April,Maryland,Grocery Store,"Turkey, Unspecified; Ham, Unspecified",,,,,32,,
1998,April,Maryland,Restaurant,,,,,,6,,
1998,April,Maryland,Restaurant,,,,,,3,,
1998,April,Massachusetts,Catering Service,"Chicken, Unspecified; Cake, Unspecified",,Norovirus genogroup I,,Confirmed,71,2,0
1998,April,Massachusetts,,,,,,,33,,0
1998,April,Michigan,Restaurant,"Sandwich, Chicken",,,,,3,,
1998,April,Michigan,,"Beef, Unspecified; Chicken, Unspecified",,,,,4,,
1998,April,Michigan,Prison/Jail,"Eggs, Unspecified",,,,,5,,
1998,April,Michigan,,"Pizza, Unspecified",,,,,4,,
1998,April,Michigan,Catering Service,"Steak, Unspecified; Shrimp, Unspecified; Potato, Unspecified",,,,,2,,
1998,April,Michigan,Catering Service,"Sandwich, Submarine",,Bacillus cereus,,Confirmed,25,,
1998,April,Michigan,Restaurant,Salad Bar,,,,,7,,
1998,April,Michigan,Restaurant,"Chicken, Unspecified",,,,,4,0,0
1998,April,Michigan,Restaurant,Nachos And Cheese,,,,,2,0,0
1998,April,Michigan,Restaurant,"Ground Beef, Meatballs; Turkey, Unspecified; Ham, Unspecified",,,,,18,0,0
1998,April,Michigan,Restaurant,"Pizza, Unspecified; Cake, Unspecified",,,,,15,0,0
1998,April,Minnesota,Restaurant; Private Home/Residence,,,Norovirus unknown,,Suspected,18,0,0
1998,April,Minnesota,School/College/University,Multiple Foods,,,,,14,0,0
1998,April,Minnesota,Restaurant,"Ethnic Style, Unspecified",,Bacillus cereus,,Suspected,5,0,0
1998,April,Multistate,,"Cereal, Oat",Dry Cereal,Salmonella enterica,Agona,Confirmed,209,47,
1998,April,New York,Religious Facility,"Chicken, Curry",,Clostridium perfringens,,Suspected,12,0,0
1998,April,New York,Restaurant,Green Salad,,Shigella boydii; Shigella sonnei,,Confirmed; Confirmed,5,2,0
1998,April,New York,Restaurant,"Steak, Beef Tips; Seafood Newberg",,Clostridium perfringens,,Suspected,18,0,0
1998,April,New York,Restaurant,"Lettuce, Unspecified",,,,,16,0,0
1998,April,New York,Religious Facility,,,,,,12,,
1998,April,Ohio,Restaurant,,,,,,2,0,0
1998,April,Ohio,Restaurant,,,,,,2,0,0
1998,April,Ohio,Restaurant,"Sandwich, Cheese",,,,,4,0,0
1998,April,Ohio,Restaurant,"Pizza, Unspecified",,,,,5,0,0
1998,April,Ohio,Restaurant,Rice,,Bacillus cereus,,Confirmed,2,0,0
1998,April,Ohio,Restaurant,,,,,,3,0,0
1998,April,Ohio,Restaurant,,,,,,4,1,0
1998,April,Ohio,Restaurant,Unspecified Vegetables,,,,,800,4,0
1998,April,Ohio,Restaurant,"Chicken, Kung Pao",,,,,2,0,0
1998,April,Ohio,Restaurant,Shredded Chicken,,,,,4,,0
1998,April,Ohio,Restaurant,"Fried Rice, Unspecified",,,,,2,0,0
1998,April,Oregon,Restaurant,"Pork Fried Rice; Pork, Bbq",,,,,16,0,0
1998,April,Pennsylvania,Catering Service,,,,,,20,0,0
1998,April,Pennsylvania,Restaurant,,,Clostridium perfringens,,Confirmed,3,,
1998,April,Pennsylvania,,,,,,,5,0,0
1998,April,Pennsylvania,Restaurant,"Salad, Unspecified; Butter; Water",,,,,21,0,0
1998,April,Texas,Restaurant,,,Bacterium,,Suspected,18,,
1998,April,Texas,,"Beef, Brisket",,,,,15,,
1998,April,Texas,,,,,,,2,,
1998,April,Utah,Restaurant,"Fried Rice, Unspecified; Soup, Egg Drop; Egg Rolls",,Salmonella enterica,Enteritidis,Confirmed,22,2,0
1998,April,Virginia,,"Tuna, Unspecified",,Scombroid toxin,,Confirmed,6,,
1998,April,Virginia,,"Salad, Unspecified",,Norovirus genogroup I,,Confirmed,67,,
1998,April,Virginia,Catering Service,"Pie, Unspecified",,Salmonella enterica,Heidelberg,Confirmed,9,,0
1998,April,Washington,Nursing Home/Assisted Living Facility,Multiple Foods,,,,,27,,
1998,April,Washington,Private Home/Residence,"Oysters, Unspecified",,Giardia intestinalis,,Confirmed,3,0,0
1998,April,Washington,Restaurant,,,,,,2,0,0
1998,April,Washington,Restaurant,,,,,,2,0,0
1998,April,Washington,Restaurant,,,,,,8,0,0
1998,April,Washington,,"Fish, Codfish",,,,,5,0,0
1998,April,Wisconsin,Restaurant,,,Norovirus genogroup I,,Confirmed,22,1,0
1998,April,Wisconsin,,,,,,,13,0,0
1998,May,California,Catering Service,,,Virus,,Suspected,38,,
1998,May,California,Restaurant,"Seabass, Unspecified; Oysters, Unspecified",,,,,100,,
1998,May,California,,,,,,,40,,
1998,May,California,,,,Salmonella enterica,Brandenburg,Confirmed,6,3,0
1998,May,California,,,,,,,31,0,0
1998,May,California,,,,,,,6,0,0
1998,May,California,Private Home/Residence,,,,,,13,0,0
1998,May,California,Private Home/Residence,"Fish, Scrod",,Ciguatoxin,,Confirmed,8,0,0
1998,May,California,Restaurant,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,3,1,0
1998,May,California,Private Home/Residence,Fruit Salad,,,,,30,0,0
1998,May,California,Private Home/Residence,,,,,,10,0,0
1998,May,California,Catering Service,,,,,,16,0,0
1998,May,California,Private Home/Residence,,,,,,15,0,0
1998,May,California,Private Home/Residence,Fruit Salad,,,,,16,0,0
1998,May,California,Restaurant,,,,,,61,0,0
1998,May,California,Restaurant,"Oysters, Unspecified",,,,,5,0,0
1998,May,Colorado,Restaurant,"Sandwich, Unspecified; Pasta, Unspecified; Unspecified Fruit",,Virus,,Suspected,6,,
1998,May,Florida,Restaurant,,,Clostridium perfringens,,Suspected,2,0,0
1998,May,Florida,Restaurant,Blue Cheese Dressing,,,,,3,0,0
1998,May,Florida,Restaurant,"Pizza, Unspecified",,,,,3,0,0
1998,May,Florida,Restaurant,Multiple Foods,,Clostridium perfringens,,Suspected,5,,
1998,May,Florida,Restaurant,"Salad, Unspecified",,Salmonella enterica,,Suspected,3,0,0
1998,May,Florida,Restaurant,Green Salad,,Norovirus genogroup I,,Suspected,23,0,0
1998,May,Florida,Restaurant,"Shrimp, Unspecified",,,,,7,0,0
1998,May,Florida,Restaurant,"Fish, Dolphin",,,,,2,0,0
1998,May,Florida,Restaurant,"Shrimp, Unspecified",,,,,3,0,0
1998,May,Florida,Restaurant,"Dips, Unspecified",,,,,3,0,0
1998,May,Florida,Restaurant,"Chicken, Unspecified; Potato, Mashed",,,,,3,0,0
1998,May,Florida,Restaurant,"Fried Rice, Unspecified",,,,,2,0,0
1998,May,Florida,Restaurant,"Soda, Unspecified; Ground Beef, Hamburger; French Fries",,,,,2,0,0
1998,May,Florida,Restaurant,Chicken And Noodles,,,,,2,0,0
1998,May,Florida,Restaurant,"Ground Beef, Unspecified",,Staphylococcus aureus,,Suspected,2,0,0
1998,May,Florida,Restaurant,"Ethnic Style, Unspecified; Rice, Unspecified",,Bacillus cereus,,Suspected,2,0,0
1998,May,Florida,Restaurant,"Gravy, Beef",,Clostridium perfringens,,Suspected,2,0,0
1998,May,Florida,Restaurant,"Chicken, Unspecified",,,,,2,2,0
1998,May,Florida,Restaurant,"Ethnic Style, Unspecified",,,,,2,2,2
1998,May,Florida,Restaurant,"Fried Rice, Unspecified; Chicken, Fried",,Bacillus cereus,,Suspected,7,0,0
1998,May,Florida,Restaurant,"Chicken, Unspecified; Caesar Salad",,Staphylococcus aureus,,Suspected,2,0,0
1998,May,Florida,Restaurant,"Chicken, Other",,,,,3,0,0
1998,May,Florida,Restaurant,"Sandwich, Chicken",,Staphylococcus aureus,,Suspected,3,0,0
1998,May,Florida,Restaurant,"Shrimp, Unspecified",,,,,2,0,0
1998,May,Florida,Restaurant,"Ground Beef, Cheeseburger; Pork, Bacon",,,,,2,0,0
1998,May,Florida,Restaurant,"Ground Beef, Hamburger",,,,,2,0,0
1998,May,Florida,Restaurant,"Tuna, Unspecified",,,,,2,0,0
1998,May,Florida,Restaurant,"Pizza, Meat",,,,,8,0,0
1998,May,Florida,,"Beef, Stew",,Clostridium perfringens,,Suspected,2,0,0
1998,May,Florida,Restaurant,"Beef, Bbq",,Staphylococcus aureus,,Suspected,2,0,0
1998,May,Florida,Restaurant,"Salad, Unspecified",,,,,3,1,0
1998,May,Florida,,"Fried Rice, Unspecified",,Bacillus cereus,,Confirmed,4,0,0
1998,May,Florida,Private Home/Residence,"Fish, Baracuda",,Ciguatoxin,,Confirmed,6,4,0
1998,May,Florida,Restaurant,"Salad, Unspecified",,,,,18,0,0
1998,May,Florida,Restaurant,"Lobster, Unspecified; Shrimp, Unspecified",,Vibrio parahaemolyticus,,Confirmed,7,0,0
1998,May,Georgia,,,,Cyclospora cayatenensis,,Confirmed,17,,
1998,May,Georgia,,,,,,,27,0,0
1998,May,Hawaii,Private Home/Residence,"Fish, Goatfish (Weke), Unspecified",,Ciguatoxin,,Confirmed,2,0,0
1998,May,Hawaii,Restaurant,"Pork, Kalua Pig",,Staphylococcus aureus,,Confirmed,15,0,0
1998,May,Hawaii,Restaurant,Yellowfin Tuna,,Scombroid toxin,,Confirmed,2,0,0
1998,May,Illinois,Restaurant,,,,,,15,1,0
1998,May,Illinois,Restaurant,Dessert Unspecified,,,,,32,,
1998,May,Illinois,,,,Salmonella enterica,Infantis,Confirmed,25,5,0
1998,May,Illinois,Restaurant,"Lettuce-Based Salads Unspecified; Potato, Baked",,Norovirus genogroup I,,Confirmed,25,0,0
1998,May,Illinois,Restaurant,,,,,,36,0,0
1998,May,Illinois,Restaurant,Lettuce-Based Salads Unspecified,,,,,13,0,0
1998,May,Indiana,Restaurant,,,Salmonella enterica,Braenderup,Confirmed,10,7,0
1998,May,Indiana,Restaurant,Coleslaw,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,27,6,0
1998,May,Iowa,Restaurant,"Deli Meat, Unspecified",,Norovirus genogroup II,GII_2,Confirmed,51,0,0
1998,May,Kansas,Restaurant,,,,,,4,0,0
1998,May,Kansas,Restaurant,,,,,,5,0,0
1998,May,Kentucky,,"Roast Beef, Unspecified; Ham, Unspecified",,Staphylococcus aureus,,Confirmed,30,,
1998,May,Louisiana,Private Home/Residence,Shrimp Dishes Unspecified,Shellfish,"Escherichia coli, Enteropathogenic",,Confirmed,12,,
1998,May,Maine,Restaurant,,,,,,5,0,0
1998,May,Maine,Restaurant,,,,,,3,0,0
1998,May,Maryland,,"Sauces, Unspecified",,,,,2,,
1998,May,Maryland,Restaurant,Tuna Steak,Fin Fish,Scombroid toxin,,Confirmed,3,,
1998,May,Maryland,Restaurant,,,,,,4,,
1998,May,Maryland,Restaurant,"Pizza, Meat And Vegetable",,,,,3,,
1998,May,Maryland,Restaurant,Pasta Salad,,,,,11,,
1998,May,Maryland,Restaurant,"Ground Beef, Cheeseburger",,,,,2,,
1998,May,Maryland,Grocery Store,Fruit Salad,,,,,4,0,0
1998,May,Maryland,Restaurant,"Sandwich, Submarine",,,,,3,,
1998,May,Maryland,Restaurant,,,Salmonella enterica,Thompson,Confirmed,16,,
1998,May,Maryland,Restaurant,,,,,,4,,
1998,May,Maryland,Restaurant,,,,,,4,,
1998,May,Maryland,Restaurant,,,,,,5,,
1998,May,Michigan,,,,,,,6,,
1998,May,Michigan,,"Sandwich, Unspecified",,,,,2,,
1998,May,Michigan,Restaurant,"Ground Beef, Hamburger; Onion, Unspecified",,,,,2,,
1998,May,Michigan,,"Chicken, Unspecified; Shrimp, Unspecified; Salad, Unspecified",,,,,2,,
1998,May,Michigan,,"Sandwich, Turkey Club; Spinach, Unspecified",,,,,2,,
1998,May,Michigan,,,,,,,13,,
1998,May,Michigan,Restaurant,"Taco, Beef",,,,,3,,0
1998,May,Michigan,Restaurant,Chicken Salad,,,,,5,0,0
1998,May,Michigan,Restaurant,Chicken Salad,,,,,4,,0
1998,May,Michigan,Restaurant,,,,,,15,,
1998,May,Michigan,,"Chicken, Unspecified; Coleslaw",,,,,16,0,0
1998,May,Michigan,School/College/University,Unknown Food,,,,,15,0,0
1998,May,Minnesota,Restaurant,"Vietnamese, Unspecified",,,,,3,0,0
1998,May,Minnesota,Restaurant,"Sandwich, Ham",,,,,12,0,0
1998,May,Minnesota,Restaurant,"Fried Rice, Unspecified",,Bacillus cereus,,Confirmed,7,0,0
1998,May,Minnesota,Private Home/Residence,Multiple Foods,,,,,13,0,0
1998,May,Multistate,,"Oysters, Unspecified",,Norovirus genogroup II,Unknown,Confirmed,171,,
1998,May,Multistate,,"Ground Beef, Unspecified",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,34,10,0
1998,May,Multistate,,Alfalfa Sprouts,,Salmonella enterica; Salmonella enterica,Cubana; Havana,Confirmed; Suspected,40,,
1998,May,Multistate,Restaurant,"Caesar Salad; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,4,0,0
1998,May,Nebraska,Catering Service,"Sandwich, Other Specialty",,,,,30,0,0
1998,May,New Jersey,Camp,,,Staphylococcus aureus,,Confirmed,39,0,0
1998,May,New Jersey,Catering Service,,,,,,42,0,0
1998,May,New York,School/College/University,,,,,,15,,
1998,May,New York,Private Home/Residence; Religious Facility,Lettuce-Based Salads Unspecified,,,,,44,1,0
1998,May,New York,Prison/Jail,Other Food,,Chemical or toxin,,Suspected,21,,
1998,May,New York,Catering Service,Lettuce-Based Salads Unspecified,,,,,5,,0
1998,May,New York,Restaurant,,,,,,4,0,0
1998,May,Ohio,Restaurant,,,,,,2,0,0
1998,May,Ohio,Restaurant,,,,,,2,0,0
1998,May,Ohio,,Ice Cream Bars,,,,,12,,0
1998,May,Oregon,Restaurant,,,,,,20,0,0
1998,May,Oregon,Restaurant,,,,,,9,0,0
1998,May,Pennsylvania,,,,Salmonella enterica,Typhimurium,Confirmed,3,0,0
1998,May,Pennsylvania,,,,,,,11,1,0
1998,May,South Dakota,Restaurant,"Gravy, Unspecified; Roast Beef, Unspecified; Hot Dog, Unspecified",,,,,10,0,0
1998,May,Tennessee,Restaurant,"Salad, Unspecified",,Salmonella enterica,Baildon,Confirmed,264,12,0
1998,May,Texas,,,,,,,5,,
1998,May,Texas,School/College/University,,,,,,141,,
1998,May,Texas,,"Sausage, Unspecified; Beef, Brisket",,Clostridium perfringens,,Confirmed,50,,
1998,May,Texas,,"Oysters, Raw",,Vibrio parahaemolyticus,,Confirmed,400,14,0
1998,May,Utah,Restaurant,,,Salmonella enterica,Typhimurium,Suspected,4,0,0
1998,May,Virginia,Private Home/Residence,"Ground Beef, Hamburger",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,8,,
1998,May,Virginia,Private Home/Residence,"Ground Beef, Hamburger",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,5,,
1998,May,Washington,,"Doughnuts, Unspecified",,,,,51,0,0
1998,May,Washington,Private Home/Residence,"Mango, Unspecified",,Salmonella enterica,Oranienburg,Confirmed,9,3,0
1998,May,Washington,Restaurant,,,,,,2,0,0
1998,May,Washington,Restaurant,,,,,,3,0,0
1998,May,Washington,Restaurant,"Sandwich, Unspecified",,,,,10,0,0
1998,May,Wisconsin,,,,Norovirus genogroup I,,Confirmed,15,0,0
1998,May,Wisconsin,School/College/University,Taco Or Nacho Salad,,Campylobacter jejuni,,Confirmed,16,0,0
1998,June,Alaska,Private Home/Residence,Unspecified Fish,,Clostridium botulinum,,Confirmed,3,3,0
1998,June,California,Restaurant,,,Salmonella enterica,Newport,Confirmed,16,1,0
1998,June,California,Restaurant,"Oysters, Unspecified",,Vibrio parahaemolyticus,,Confirmed,4,1,0
1998,June,California,Catering Service,,,,,,100,0,0
1998,June,California,,Alfalfa Sprouts,,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,8,2,0
1998,June,California,Restaurant,Pasta Salad,,Norovirus genogroup II,Unknown,Confirmed,93,0,0
1998,June,California,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,3,0,0
1998,June,California,Restaurant,,,,,,7,0,0
1998,June,California,Restaurant,"Pizza, Meat",,,,,11,0,0
1998,June,California,Restaurant,,,,,,8,0,0
1998,June,California,Restaurant,,,,,,17,1,0
1998,June,Colorado,Private Home/Residence,"Beef, Bbq",Beef,Clostridium perfringens,,Suspected,13,,
1998,June,Florida,Restaurant,Seafood; Coleslaw,,Staphylococcus aureus,,Suspected,4,,
1998,June,Florida,Restaurant,"Taco, Beef",,Salmonella enterica,Group B,Suspected,3,1,0
1998,June,Florida,Restaurant,"Fried Rice, Unspecified",,Bacillus cereus,,Suspected,2,0,0
1998,June,Florida,Restaurant,"Pork, Bbq",,,,,2,0,0
1998,June,Florida,Restaurant,"Ethnic Style, Unspecified",,,,,3,0,0
1998,June,Florida,Restaurant,"Lasagna, Unspecified",,,,,2,0,0
1998,June,Florida,Restaurant,"Enchilada, Unspecified; Taco, Unspecified",,Clostridium perfringens,,Suspected,5,0,0
1998,June,Florida,Restaurant,Shrimp Creole,,Staphylococcus aureus,,Suspected,2,0,0
1998,June,Florida,Restaurant,"Chicken, Nuggets/Fingers",,,,,2,0,0
1998,June,Florida,Restaurant,"Pie, Unspecified; Mousse",,,,,6,0,0
1998,June,Florida,Restaurant,"Veal, Other",,,,,2,0,0
1998,June,Florida,Restaurant,"Rice, Unspecified; Chicken, Unspecified",,Bacillus cereus,,Suspected,8,1,0
1998,June,Florida,Restaurant,Multiple Foods,,,,,3,0,0
1998,June,Florida,,"Oysters, Raw","Oysters, Raw",Vibrio parahaemolyticus,,Suspected,4,0,0
1998,June,Florida,Restaurant,"Fish, Stuffed Flounder",,,,,2,0,0
1998,June,Florida,Restaurant,"Shrimp, Unspecified",,,,,2,0,0
1998,June,Florida,Restaurant,Salad Bar,,Norovirus genogroup I,,Suspected,11,0,0
1998,June,Florida,Restaurant,"Beef, Unspecified; Chicken, Unspecified; French Fries",,,,,2,0,0
1998,June,Florida,Restaurant,"Ethnic Style, Unspecified",,Staphylococcus aureus,,Suspected,2,0,0
1998,June,Florida,Restaurant,"French Toast, Unspecified",,,,,2,0,0
1998,June,Florida,Grocery Store,"Potato, Mashed",,Salmonella enterica,,Suspected,2,1,0
1998,June,Florida,Restaurant,"Pork, Bbq",,Clostridium perfringens,,Suspected,36,0,0
1998,June,Florida,Catering Service,"Unspecified Fruit; Cake, Brownie; Cookies, Unspecified",,Norovirus genogroup I,,Suspected,24,0,0
1998,June,Florida,Restaurant,Yellowfin Tuna,,Scombroid toxin,,Confirmed,2,0,0
1998,June,Florida,Restaurant,"Crab, Unspecified",,Vibrio parahaemolyticus,,Confirmed,11,0,0
1998,June,Georgia,Camp,,,,,,3,,
1998,June,Guam,Private Home/Residence,"Sausage, Other",,,,,3,,
1998,June,Hawaii,Private Home/Residence,"Fish, Akule",,Scombroid toxin,,Confirmed,2,0,0
1998,June,Hawaii,,,,,,,19,0,0
1998,June,Hawaii,Private Home/Residence,"Fish, Parrot",,Ciguatoxin,,Confirmed,3,0,0
1998,June,Hawaii,School/College/University,,,,,,167,0,0
1998,June,Illinois,Restaurant,"Lettuce, Unspecified",,,,,5,0,0
1998,June,Illinois,Private Home/Residence,,,,,,17,0,0
1998,June,Illinois,Catering Service,Potato Salad; Macaroni Salad,,"Escherichia coli, Enterotoxigenic",O6,Confirmed,916,7,0
1998,June,Indiana,Catering Service,"Pork, Unspecified",,Staphylococcus aureus,,Confirmed,27,0,0
1998,June,Kansas,Restaurant,,,,,,3,1,
1998,June,Kansas,Restaurant,,,Campylobacter jejuni,,Confirmed,6,0,0
1998,June,Kansas,Restaurant,,,,,,24,0,0
1998,June,Louisiana,Catering Service,"Bread, Cornbread Dressing; Crawfish/Crayfish, Unspecified; Eggplant Dressing",,Clostridium perfringens,,Confirmed,204,0,0
1998,June,Maine,Restaurant,,,,,,3,,
1998,June,Maryland,Private Home/Residence,"Ground Beef, Hamburger",,,,,4,,
1998,June,Maryland,Private Home/Residence; Grocery Store,,,,,,5,,
1998,June,Maryland,Private Home/Residence,"Sausage, Unspecified; Crab, Unspecified; Cookies, Unspecified",,Salmonella enterica,Cubana,Confirmed,14,,
1998,June,Maryland,Restaurant,,,,,,3,,
1998,June,Maryland,Restaurant,,,,,,11,0,0
1998,June,Maryland,Restaurant,Crab Soup,,,,,7,,
1998,June,Maryland,Restaurant,,,,,,3,0,0
1998,June,Maryland,Restaurant,Lettuce-Based Salads Unspecified,,,,,9,,
1998,June,Maryland,Restaurant,,,,,,2,0,0
1998,June,Maryland,Restaurant,"Cake, Unspecified",,Norovirus genogroup I,,Suspected,7,0,0
1998,June,Maryland,Restaurant,French Fries,,,,,4,0,0
1998,June,Maryland,Restaurant,"Eggs, Unspecified; Ham, Unspecified; Cheese, Unspecified; Potato, Unspecified",,,,,4,0,0
1998,June,Maryland,Private Home/Residence,"Bread, Indian",,,,,4,0,0
1998,June,Massachusetts,Restaurant,,,Salmonella enterica,Hartford,Confirmed,15,,
1998,June,Massachusetts,,,,Salmonella enterica,Enteritidis,Confirmed,5,,
1998,June,Michigan,,"Eggs, Unspecified; Bread, Unspecified; Pork, Bacon",,,,,2,,
1998,June,Michigan,Restaurant,"Pizza, Unspecified",,,,,6,,
1998,June,Michigan,,"Pork, Other",,,,,5,,
1998,June,Michigan,Restaurant,"Ground Beef, Hamburger; French Fries",,,,,4,,
1998,June,Michigan,Restaurant,"Rice, White",,,,,7,,
1998,June,Michigan,Restaurant,"Chicken, Nuggets/Fingers",,,,,2,,
1998,June,Michigan,,"Salad, Unspecified",,,,,3,,
1998,June,Michigan,Restaurant,,,Hepatitis A,,Confirmed,3,3,0
1998,June,Minnesota,Restaurant,,,Salmonella enterica,Heidelberg,Confirmed,9,0,0
1998,June,Minnesota,Restaurant; Catering Service,"Sandwich, Ham",,Norovirus genogroup I,,Confirmed,22,0,0
1998,June,Minnesota,Catering Service,"Sandwich, Ham",,,,,20,0,0
1998,June,Minnesota,Restaurant,"Sandwich, Submarine",,Norovirus genogroup I,,Confirmed,7,0,0
1998,June,Minnesota,Restaurant,"Sandwich, Ham; Sandwich, Turkey",,,,,14,0,0
1998,June,Minnesota,Restaurant,"Lettuce, Unspecified",,Campylobacter jejuni,,Confirmed,300,0,0
1998,June,Minnesota,Catering Service,"Cucumber, Unspecified",,,,,10,0,0
1998,June,Missouri,Restaurant,Mixed Fruit,,,,,4,4,0
1998,June,Missouri,Restaurant,"Taco, Beef",,,,,8,0,0
1998,June,Montana,,,,,,,11,,
1998,June,Montana,,,,,,,45,,
1998,June,New Jersey,Nursing Home/Assisted Living Facility,,,Salmonella enterica,Enteritidis,Confirmed,19,,2
1998,June,New Jersey,Private Home/Residence,Unspecified Vegetables,,,,,18,0,0
1998,June,New Jersey,Catering Service,,,,,,8,0,0
1998,June,New York,Private Home/Residence,,,,,,4,,
1998,June,New York,,"Tuna, Unspecified",Fin Fish,Scombroid toxin,,Confirmed,28,,
1998,June,New York,,Guinea Pig,,Salmonella enterica,Typhimurium,Confirmed,5,,
1998,June,New York,Restaurant,Multiple Foods,,Salmonella enterica,Typhimurium,Confirmed,134,10,0
1998,June,New York,Restaurant,Tuna Burger,,Scombroid toxin,,Confirmed,2,1,0
1998,June,New York,Restaurant; Catering Service,,,,,,29,0,0
